14331 | galactose | organic molecule | chromoplast | organelle 
12729 | NAD plus | carbon skeleton | amine | amino group 
3843 | protein | peptide linkage | carrier protein | kinetic energy 
11845 | glycine | nonpolar covalent bond | glucose-6-phosphate | double bond 
1788 | glucose | polar covalent bond | ketone | double bond 
15542 | pyruvate | carbon skeleton | pentose | hydroxyl group 
8151 | water | hydrogen-bond | P680 | kinetic energy 
7570 | Transmission electron microscopy | Electron microscopy | eukaryote | organism 
17636 | glucose | kinetic energy | ATP | single bond 
19281 | second law of thermodynamics | scientific law | secondary lysosome | organelle 
7809 | zinc atom | atom | cytochrome A3 | protein 
17656 | alcohol | organic molecule | cisterna | cellular structure 
19581 | rubisco | disulfide bond | rubisco | kinetic energy 
7557 | ribosome | cellular structure | deoxyribose | pentose 
13336 | bacterium | prokaryote | carbohydrate | organic molecule 
12382 | beta tubulin | kinetic energy | NAD plus | covalent bond 
243 | C3 plant | Starch storage by plant | ATP synthase | Synthesis of ATP 
3893 | asparagine | kinetic energy | transport membrane protein | kinetic energy 
612 | green light | electromagnetic energy | margarine | triglyceride 
18676 | boron atom | proton | fat molecule | glycerol 
12059 | disaccharide | polar covalent bond | GTP | single bond 
15500 | carbohydrate | organic molecule | plastid | organelle 
6239 | galactose | monosaccharide | Lactic acid fermentation | Catabolic pathway 
8414 | protein | polymer | potential energy | energy 
6239 | proton pump | polypeptide | mitochondrion | aqueous solution 
14546 | P700 | methyl group | amino acid | carboxyl group 
12999 | ubiquinone | organic molecule | Cell communication with epinephrine in muscle cell | Cell communication with endocrine hormone 
9095 | carbohydrate side chain | carbon skeleton | polysaccharide | hydroxyl group 
4322 | Polymer breakdown | Catabolic pathway | centriole | cellular structure 
14417 | glucose-6-phosphate | phosphate group | ATP | carbon skeleton 
4310 | ribulose bisphosphate | organic molecule | unsaturated fat | lipid 
5246 | P680 | carbon skeleton | ketone | carbon skeleton 
19104 | sodium-potassium pump | transport membrane protein | carrier protein | transmembrane protein 
16747 | rubisco | polypeptide | polar substance | polar molecule 
17870 | lysosome | lysosomal enzyme | rough endoplasmic reticulum | ER membrane 
3438 | glycine | amino acid | carbohydrate side chain | oligosaccharide 
11723 | carboxylic acid | hydrogen atom | O2-gas | oxygen molecule 
6884 | lactic acid | kinetic energy | NADP Plus | kinetic energy 
4188 | bound ribosome | cellular structure | carbohydrate side chain | carbohydrate 
1477 | muscle cell | peroxisome | capsule | aqueous solution 
17317 | isoleucine | amino acid | hydroxide ion | complex ion 
1105 | plastid | aqueous solution | basic solution | hydroxide ion 
18358 | disaccharide | oxygen atom | oxygen molecule | oxygen atom 
8137 | tyrosine | kinetic energy | ice | hydrogen-bond 
124 | photosystem II | reaction-center complex | photosystem | reaction-center complex 
5719 | carbohydrate | polar covalent bond | nucleotide | double bond 
18920 | polar amino acid | organic molecule | proteoglycan | glycoprotein 
769 | aldehyde | kinetic energy | sucrose | kinetic energy 
13180 | glucose-6-phosphate | single bond | P700 | single bond 
6913 | Cell communication with epinephrine in muscle cell | Cell communication | connexon | integral protein 
363 | protein | polymer | oligosaccharide | carbohydrate 
3946 | saturated fatty acid | compound | proteoglycan | glycoprotein 
5088 | photon | radiation | saturated fatty acid | fatty acid 
5734 | gap junction | cellular structure | antiporter | integral protein 
14751 | oxygen molecule | nonpolar covalent bond | PGAP | single bond 
4938 | saturated fatty acid | carbon skeleton | phospholipid | phosphate group 
5500 | chlorophyll B | double bond | rubisco | kinetic energy 
16568 | chlorophyll B | single bond | phosphofructokinase | kinetic energy 
14981 | serine | hydrophilic amino acid | Conversion of lactate to pyruvate by liver cell | Redox reaction 
14066 | proton pump | single bond | fat molecule | chemical energy 
2554 | pyrimidine | nitrogenous base | protein enzyme | enzyme 
6648 | intermediate filament | molecule | deoxyribose | monosaccharide 
5898 | boron atom | atomic nucleus | hexose | hydroxyl group 
9528 | amylose | double bond | atom | kinetic energy 
11003 | sodium chloride | hydrophilic compound | peptide linkage | polar covalent bond 
15098 | triose | double bond | cellulose | kinetic energy 
18285 | P700 | chlorophyll | cellulose | hydrophilic compound 
15598 | unsaturated fatty acid | kinetic energy | nonpolar molecule | covalent bond 
17482 | amino acid | kinetic energy | hydrophobic substance | nonpolar covalent bond 
18714 | rubisco | lyase | flagellum | cellular structure 
9070 | Synthesis of fatty acid | Endergonic process | actin | protein 
16389 | plant cell | plant cell-wall | unsaturated fat | unsaturated fatty acid 
1565 | amylopectin | double bond | P680 | kinetic energy 
4430 | Eukaryotic oxidative phosphorylation | Oxidative phosphorylation | plastid | organelle 
3960 | polysaccharide | monomer | mitochondrion | aqueous solution 
9522 | Competitive inhibition | Regulation | carbohydrate | organic molecule 
7559 | unsaturated fatty acid | hydrogen atom | adenylyl cyclase | polypeptide 
15853 | pentose | double bond | phosphofructokinase | covalent bond 
17389 | lysosome | organelle | single bond | covalent bond 
11598 | asparagine | amino group | carbon atom | atomic nucleus 
2399 | infrared ray | radiation | ultraviolet ray | light 
4198 | hydrocarbon molecule | single bond | asparagine | kinetic energy 
4264 | lysosome | organelle | alpha tubulin | polypeptide 
4011 | animal cell | peroxisome | chloroplast | chloroplast membrane 
15411 | saturated fat | triglyceride | PEP carboxylase | oxidoreductase 
4506 | plant | eukaryote | isomer | molecule 
10212 | chitin | polysaccharide | chemical energy | energy 
3450 | ferredoxin | protein | glycine | amino acid 
1661 | plant cell | walled cell | Anaerobic respiration | Catabolism 
943 | methane | single bond | ADP | single bond 
11819 | glycoprotein | carbon skeleton | ribulose bisphosphate | hydroxyl group 
5594 | hydroxide ion | complex ion | organelle | cellular structure 
9339 | guanine | nitrogenous base | green light | light 
4334 | aquaporin | hydrophilic Channel | storage polysaccharide | hydroxyl group 
5536 | Cell signaling with receptor tyrosine kinase | Cell signaling with plasma membrane receptor | Passive transport | Diffusion 
12198 | polysaccharide | monomer | thylakoid membrane | thylakoid electron transport chain 
13397 | water molecule | polar molecule | bacterium | prokaryote 
15938 | acetaldehyde | molecule | ultraviolet ray | radiation 
15051 | nucleic acid | molecule | diacylglycerol | amphipathic molecule 
10612 | chlorophyll A | chlorophyll | carboxyl group | functional group 
2855 | triglyceride | lipid | polar molecule | hydrophilic compound 
16204 | amylose | kinetic energy | molecule | kinetic energy 
6022 | chitin | carbohydrate | cotransporter | transmembrane protein 
15166 | phospholipid | molecule | first law of thermodynamics | law of thermodynamics 
4543 | solution | mixture | Alcohol fermentation by yeast | Alcohol fermentation 
12542 | Synthesis of amino acid | Chemical reaction | ethyl alcohol | organic molecule 
18454 | polypeptide | amino acid | mitochondrion | MRNA 
926 | alpha ketoglutarate | organic molecule | sodium chloride | salt 
15296 | beta tubulin | peptide linkage | carbohydrate side chain | kinetic energy 
8177 | alanine | kinetic energy | sodium-potassium pump | double bond 
19914 | proton pump | transport membrane protein | cytochrome A3 | cytochrome 
16392 | amylose | carbohydrate | triose | organic molecule 
17738 | aqueous solution | mixture | sugar | organic molecule 
10401 | coenzyme A | kinetic energy | amylopectin | double bond 
12886 | C3 plant | water | mitochondrion | MRNA 
4011 | alcohol dehydrogenase | enzyme | PEP carboxylase | protein enzyme 
6528 | saturated fatty acid | single bond | cytochrome | kinetic energy 
15220 | lipid | carbon skeleton | pentose | carbonyl group 
4194 | atom | kinetic energy | nucleotide | double bond 
11013 | allosteric enzyme | carbon skeleton | ADP | phosphate group 
15471 | GTP | single bond | motor protein | kinetic energy 
4803 | basic amino acid | organic molecule | green light | electromagnetic energy 
12879 | proton pump | transmembrane protein | sucrose | disaccharide 
17438 | endoplasmic reticulum | organelle | P700 | chlorophyll A 
1719 | integrin | carbon skeleton | polysaccharide | hydroxyl group 
17213 | glucose | double bond | pentose | double bond 
13829 | dynein | motor protein | connexon | transport membrane protein 
12120 | infrared ray | radiation | Alcohol fermentation by yeast | Alcohol fermentation 
4025 | proton pump | double bond | RNA | phosphodiester bond 
12873 | ATP | single bond | NADP Plus | kinetic energy 
833 | serine | hydrophilic amino acid | peptide linkage | polar covalent bond 
1105 | enzyme-substrate complex | enzyme | microfibril | cellulose 
19366 | fatty acid | kinetic energy | carbohydrate side chain | kinetic energy 
3341 | sodium-potassium pump | oxygen atom | hydrophobic substance | hydrophobic compound 
15536 | multiprotein complex-I | protein complex | radioactive isotope | isotope 
19396 | proton pump | kinetic energy | nucleotide | double bond 
3025 | oligosaccharide | carbohydrate | plastoquinone | organic molecule 
17776 | 3 phosphoglycerate | molecule | plastoquinone | molecule 
217 | tight junction | phospholipid bilayer | cytoplasmic protein kinase | cytoplasm 
1919 | AMP | single bond | chlorophyll B | kinetic energy 
17529 | water molecule | hydrophilic compound | polar covalent bond | chemical bond 
14851 | free ribosome | cellular structure | infrared ray | radiation 
12400 | tryptophan | organic molecule | globular protein | polymer 
2319 | ribulose bisphosphate | phosphate group | storage polysaccharide | carbonyl group 
10462 | Signal transduction with Ca2 plus | Signal transduction with second messenger | peroxisome | organelle 
8300 | potassium ion | proton | mitochondrion | aqueous solution 
14637 | phosphatidylcholine | hydrophilic head | oxidoreductase | carbon skeleton 
9404 | integrin | transmembrane protein | triglyceride | lipid 
9387 | tyrosine | single bond | glucose | double bond 
9609 | calcium | atomic nucleus | carboxylic acid | carboxyl group 
4692 | Synthesis of amino acid | Endergonic reaction | peptide linkage | polar covalent bond 
1067 | leaf | oxygen molecule | nuclear-envelope | carbon skeleton 
19916 | Communication through cell cell recognition | Communication by direct contact | nucleus | organelle 
63 | allosteric enzyme | carbon skeleton | PGAP | carbon skeleton 
17141 | juxtacrine | organic molecule | Photosynthesis | Endergonic reaction 
15044 | microfibril | molecule | membrane protein | protein 
16780 | rubisco | protein enzyme | Non competitive inhibition | Regulation 
7605 | microfibril | kinetic energy | water molecule | polar covalent bond 
14984 | plastoquinone | kinetic energy | alanine | kinetic energy 
7006 | alanine | nonpolar covalent bond | ethyl alcohol | polar covalent bond 
8118 | Glycogen breakdown | Polymer breakdown | cholesterol | steroid 
1718 | carbohydrate side chain | double bond | chlorophyll A | single bond 
19440 | Photosynthesis | Endergonic process | light | electromagnetic energy 
4978 | carboxylic acid | molecule | Irreversible non competitive inhibition | Regulation 
8243 | beta tubulin | kinetic energy | oligosaccharide | double bond 
18559 | phosphofructokinase | allosteric enzyme | second law of thermodynamics | law of thermodynamics 
2718 | acetyl CoA | ester linkage | chlorophyll A | kinetic energy 
183 | integral protein | molecule | rubisco | lyase 
1020 | potassium | electron-shell | monosaccharide | carbonyl group 
12606 | rubisco | active site | lactic acid | carboxyl group 
13794 | motor protein | kinetic energy | glucose-6-phosphate | single bond 
14129 | P700 | methyl group | mitochondrion | mitochondrial matrix 
8520 | glucose-6-phosphate | carbon skeleton | phospholipid | fatty acid tail 
2385 | chlorophyll B | kinetic energy | RNA | phosphodiester bond 
11521 | beta tubulin | peptide linkage | ketone | kinetic energy 
9868 | P700 | chlorophyll | transferase | protein 
3571 | monosaccharide | polar covalent bond | gated Channel | peptide linkage 
8432 | Synthesis of cAMP | Anabolic pathway | DNA | nucleic acid 
19503 | carbohydrate side chain | carbon skeleton | pyruvate | carboxyl group 
10927 | phosphofructokinase | covalent bond | MRNA | kinetic energy 
12889 | phosphofructokinase | active site | thylakoid | thylakoid space 
4150 | hydrogen atom | first electron-shell | chitin | carbonyl group 
5666 | Gluconeogenesis | Chemical reaction | cotransporter | transmembrane protein 
14662 | ice | hydrogen-bond | basic amino acid | kinetic energy 
3772 | extra cellular matrix | motor protein | tertiary protein structure | hydrogen-bond 
14462 | hydrophobic amino acid | amino group | allosteric enzyme | allosteric site 
3119 | Catabolic pathway | Metabolic pathway | polypeptide | organic molecule 
6079 | hydrophilic amino acid | single bond | GTP | single bond 
10862 | C4-photosynthesis | Photosynthesis | photoautotroph | autotroph 
2481 | allosteric enzyme | enzyme | glycoprotein | amphipathic molecule 
2814 | carbon 14 atom | radioactive isotope | protein | polymer 
11216 | MRNA | polymer | green light | electromagnetic energy 
1553 | phosphatidylcholine | ester linkage | acetyl CoA | ester linkage 
3587 | polysaccharide | polar covalent bond | sucrose | double bond 
8282 | Cell signaling with Ca2 plus and IP3 and GPCR | Cell signaling with plasma membrane receptor | second law of thermodynamics | scientific law 
14981 | aquaporin | kinetic energy | acetyl CoA | ester linkage 
19028 | ion-channel | channel protein | Signal transduction with IP3 | Signal transduction 
17698 | transport membrane protein | carbon skeleton | ribulose bisphosphate | carbon skeleton 
2744 | stroma | protein enzyme | thylakoid space | aqueous solution 
6732 | polypeptide | peptide linkage | fatty acid | kinetic energy 
1279 | fat molecule | fatty acid tail | triose | hydroxyl group 
12241 | uncoupling protein | channel protein | glycerol | alcohol 
4803 | basic amino acid | organic molecule | green light | radiation 
18209 | lead atom | valence electron | mitochondrion | aqueous solution 
663 | amine | amino group | alcohol | carbon skeleton 
12423 | nucleotide | double bond | PEP carboxylase | disulfide bond 
2722 | Communication through cell junction | Communication by direct contact | Lactic acid fermentation by bacteria | Lactic acid fermentation 
151 | polysaccharide | glycosidic linkage | monosaccharide | polar covalent bond 
13055 | hydrophobic amino acid | organic molecule | valine | hydrophobic amino acid 
15562 | hydrocarbon molecule | molecule | P700 | chlorophyll 
7515 | maltose | kinetic energy | NADPH | kinetic energy 
2307 | alpha glucose | molecule | lyase | protein 
2688 | sucrose | carbonyl group | triose | carbon skeleton 
17209 | NADP Plus | atom | thylakoid | thylakoid membrane 
7338 | FADH2 | kinetic energy | 3 phosphoglycerate | single bond 
12753 | maltose | double bond | NADP Plus | kinetic energy 
2860 | chemical bond | chemical energy | NADP Plus | kinetic energy 
15440 | aldehyde | kinetic energy | steroid | kinetic energy 
8185 | integral protein | polymer | ethyl alcohol | molecule 
9431 | MRNA | kinetic energy | ADP | single bond 
4482 | flagellum | cellular structure | animal | eukaryote 
6612 | amine | compound | cholesterol | molecule 
7431 | oxygen molecule | double bond | basic amino acid | single bond 
17540 | ultraviolet ray | radiation | antiporter | transport membrane protein 
485 | AMP | kinetic energy | pentose | double bond 
8727 | alcohol dehydrogenase | oxidoreductase | oxidoreductase | protein enzyme 
13459 | dynein | protein | maltose | sugar 
4008 | animal cell | rough endoplasmic reticulum | chloroplast | granum 
8110 | P680 | chlorophyll A | radioactive isotope | isotope 
19664 | ligase | protein | P680 | chlorophyll 
1464 | allosteric enzyme | carbon skeleton | coenzyme A | carbon skeleton 
19525 | fat molecule | lipid | serine | hydrophilic amino acid 
9922 | tyrosine | polar covalent bond | ATP synthase | kinetic energy 
3566 | buffer | weak acid | adenylyl cyclase | polypeptide 
829 | chlorophyll B | single bond | saturated fatty acid | single bond 
15375 | tyrosine | kinetic energy | P680 | single bond 
15848 | polar molecule | hydrophilic compound | photosynthetic pigment | pigment 
7024 | cholesterol | carbon skeleton | 3 phosphoglycerate | carboxyl group 
9187 | sucrose | polar covalent bond | ATP | double bond 
2377 | rough endoplasmic reticulum | organelle | green light | electromagnetic energy 
10232 | NADPH | carbon skeleton | carboxylic acid | carbon skeleton 
5604 | pepsin | active site | allosteric enzyme | active site 
11086 | ethyl alcohol | molecule | infrared ray | electromagnetic energy 
7638 | chlorophyll B | single bond | ADP | kinetic energy 
12463 | Exergonic reaction | Exergonic process | helium atom | inert atom 
11293 | starch | hydrogen atom | neutral solution | hydroxide ion 
18557 | chitin | kinetic energy | phosphofructokinase | kinetic energy 
3710 | P700 | methyl group | NAD plus | carbon skeleton 
12707 | saturated fatty acid | carboxyl group | organic molecule | carbon skeleton 
18921 | NAD plus | kinetic energy | acetyl CoA | ester linkage 
3257 | hydrogen ion gradient | proton-motive force | GTP | single bond 
1629 | bacterium | prokaryote | glycolipid | amphipathic molecule 
13639 | Movement of hydrophobic molecule across biomembrane | Passive transport | photosynthetic pigment | organic molecule 
19566 | rubisco | kinetic energy | hydrogen ion gradient | proton-motive force 
14429 | glucose | kinetic energy | glucose | double bond 
1906 | membrane protein | molecule | smooth endoplasmic reticulum | cellular structure 
6063 | pyruvate | kinetic energy | hydrogen ion gradient | proton-motive force 
1503 | chitin | hydroxyl group | AMP | phosphate group 
15542 | pyruvate | carbon skeleton | pentose | carbon skeleton 
1386 | ligase | organic molecule | uniporter | integral protein 
2792 | pyruvate | kinetic energy | asparagine | kinetic energy 
8675 | potassium | atomic nucleus | lactate | hydroxyl group 
11377 | cellulose | double bond | glucose-6-phosphate | single bond 
3836 | nucleotide | kinetic energy | hydrophobic substance | nonpolar covalent bond 
